url,state,climdiv,CT,MA,ME,NH,NY,RI,VT,fips_code,name,startofoperation_x,endofoperation_x,Julianstartofoperation,Julianendofoperation,latitude,longitude,elev,sids1,location,startofoperation_y,Syear,SjulDate,endofoperation_y,Eyear,EjulDate,yearALL,julALL,long
9456,ME,ME02,,,44.204,,,,,23017,EAST HIRAM,1965-06-01,2009-07-23,1965152,2009204,43.87861,-70.75389,528,172238 2,yes,1965-06-01,1965,7,2009-07-23,2009,211,44,204,44.204
9458,ME,ME03,,,14.271,,,,,23005,NEW GLOUCESTER,1963-04-21,1977-04-30,1963111,1977120,43.95,-70.3,501,175686 2,yes,1963-04-21,1963,1,1977-04-30,1977,272,14,271,14.271
9462,ME,,,,0.239,,,,,23001,LEWISTON NAAF,1945-03-01,1945-08-15,1945060,1945227,44.05,-70.25,272,14784 1,yes,1945-03-01,1945,4,1945-08-15,1945,243,0,239,0.239
9466,ME,ME03,,,49.266,,,,,23015,NEWCASTLE,1965-06-01,2014-06-30,1965152,2014181,44.04611,-69.53667,190,175675 2,yes,1965-06-01,1965,6,2014-06-30,2014,272,49,266,49.266
9469,ME,ME02,,,59.21,,,,,23005,BRIDGTON 3 NW,1955-08-01,2014-07-31,1955213,2014212,44.06972,-70.74667,560,170844 2,yes,1955-08-01,1955,2,2014-07-31,2014,212,59,210,59.21
9474,ME,ME03,,,39.36,,,,,23013,ROCKLAND,1937-10-10,1976-09-13,1937283,1976257,44.1,-69.11667,39,177250 2,yes,1937-10-10,1937,115,1976-09-13,1976,151,39,36,39.36
9479,ME,ME03,,,9.211,,,,,23015,DAMARISCOTTA MILLS,1956-12-01,1965-05-11,1956336,1965131,44.13333,-69.51667,210,171823 2,yes,1956-12-01,1956,1,1965-05-11,1965,212,9,211,9.211
9480,ME,ME02,,,113.174,,,,,23001,LEWISTON,1893-01-01,2006-01-25,1893001,2006025,44.1,-70.21667,180,174566 2,yes,1893-01-01,1893,7,2006-01-25,2006,181,113,174,113.174
9481,ME,ME02,,,2.19,,,,,23005,BRIDGTON,1953-11-01,1955-07-31,1953305,1955212,44.11667,-70.73333,722,170843 2,yes,1953-11-01,1953,9,1955-07-31,1955,199,2,190,2.19
9482,ME,ME02,,,60.52,,,,,23017,NORTH BRIDGTON,1893-11-01,1953-08-31,1893305,1953243,44.13333,-70.71667,449,175875 2,yes,1893-11-01,1893,1,1953-08-31,1953,53,60,52,60.52
9483,ME,ME02,,,29.178,,,,,23017,LOVELL,1979-11-01,2008-06-21,1979305,2008173,44.15694,-70.89444,490,174817 2,yes,1979-11-01,1979,223,2008-06-21,2008,45,29,178,29.178
9486,ME,ME03,,,38.171,,,,,23013,WEST ROCKPORT 1 NNW,1976-10-01,2014-07-31,1976275,2014212,44.1925,-69.14611,380,179593 2,yes,1976-10-01,1976,10,2014-07-31,2014,181,38,171,38.171
9488,ME,ME02,,,128.239,,,,,23011,GARDINER,1886-09-01,2014-06-30,1886244,2014181,44.22028,-69.78889,133,173046 2,yes,1886-09-01,1886,4,2014-06-30,2014,243,128,239,128.239
9490,ME,ME02,,,9.201,,,,,23017,SOUTH PARIS,2005-01-05,2014-07-31,2005005,2014212,44.28333,-70.53333,394,178040 2,yes,2005-01-05,2005,11,2014-07-31,2014,212,9,201,9.201
9495,ME,ME02,,,66.83,,,,,23011,AUGUSTA STATE AP,1948-06-01,2014-07-30,1948153,2014211,44.31556,-69.79722,351,14605 1,yes,1948-06-01,1948,7,2014-07-30,2014,90,66,83,66.83
9496,ME,ME02,,,17.299,,,,,23011,EAST WINTHROP,1942-05-01,1959-06-30,1942121,1959181,44.31667,-69.9,171,172539 2,yes,1942-05-01,1942,5,1959-06-30,1959,304,17,299,17.299
9497,ME,ME02,,,6.83,,,,,23017,WEST PARIS,2000-02-23,2006-08-17,2000054,2006229,44.33333,-70.58333,540,179538 2,yes,2000-02-23,2000,295,2006-08-17,2006,212,6,83,6.83
9500,ME,ME01,,,3.205,,,,,23017,GILEAD 2,2008-04-08,2011-09-14,2008099,2011257,44.38333,-70.98333,683,173115 2,yes,2008-04-08,2008,7,2011-09-14,2011,212,3,205,3.205
9501,ME,ME03,,,89.211,,,,,23009,BAR HARBOR 3 NW,1893-01-01,1982-08-31,1893001,1982243,44.41667,-68.25,112,170371 2,yes,1893-01-01,1893,1,1982-08-31,1982,212,89,211,89.211
9503,ME,ME03,,,113.268,,,,,23027,BELFAST,1901-04-01,2014-06-30,1901091,2014181,44.43944,-68.98917,30,170480 2,yes,1901-04-01,1901,5,2014-06-30,2014,273,113,268,113.268
9505,ME,ME01,,,7.211,,,,,23017,GILEAD,1948-01-01,1955-06-22,1948001,1955173,44.4,-70.96667,702,173110 2,yes,1948-01-01,1948,1,1955-06-22,1955,212,7,211,7.211
9509,ME,ME02,,,14.2,,,,,23001,LIVERMORE FALLS 1 E,2000-01-01,2014-07-30,2000001,2014211,44.47167,-70.15944,380,174745 2,yes,2000-01-01,2000,5,2014-07-30,2014,7,14,2,14.2
9512,ME,ME03,,,85.33,,,,,23009,ELLSWORTH,1910-03-23,1995-06-30,1910082,1995181,44.53333,-68.43333,20,172620 2,yes,1910-03-23,1910,4,1995-06-30,1995,334,85,330,85.33
9515,ME,ME02,,,61.219,,,,,23017,RUMFORD 1 SSE,1948-06-01,2009-11-29,1948153,2009333,44.53083,-70.53722,630,177325 2,yes,1948-06-01,1948,11,2009-11-29,2009,230,61,219,61.219
9517,ME,ME02,,,10.258,,,,,23027,UNITY,1949-09-01,1959-06-30,1949244,1959181,44.58333,-69.33333,531,178936 2,yes,1949-09-01,1949,105,1959-06-30,1959,363,10,258,10.258
9518,ME,ME02,,,118.151,,,,,23011,WATERVILLE WWTP,1896-03-01,2014-07-31,1896061,2014212,44.52722,-69.65444,73,179826 2,yes,1896-03-01,1896,1,2014-07-31,2014,152,118,151,118.151
9519,ME,ME02,,,60.209,,,,,23017,RUMFORD,1899-01-01,1959-04-30,1899001,1959120,44.55,-70.55,505,177330 2,yes,1899-01-01,1899,1,1959-04-30,1959,210,60,209,60.209
9520,ME,ME01,,,28.192,,,,,23017,SOUTH ANDOVER,1943-05-01,1971-09-30,1943121,1971273,44.58333,-70.73333,659,177940 2,yes,1943-05-01,1943,20,1971-09-30,1971,212,28,192,28.192
9522,ME,ME02,,,19.204,,,,,23007,NEW SHARON,1995-01-01,2014-07-31,1995001,2014212,44.63528,-70.00028,480,175736 2,yes,1995-01-01,1995,7,2014-07-31,2014,211,19,204,19.204
9624,ME,ME02,,,13.203,,,,,23017,RUMFORD PWR PLT,1959-05-01,1972-07-31,1959121,1972213,44.53333,-70.55,570,177335 2,yes,1959-05-01,1959,6,1972-07-31,1972,209,13,203,13.203
9625,ME,ME01,,,29.165,,,,,23003,HOULTON 5 N,1985-06-01,2014-07-29,1985152,2014210,46.20611,-67.84167,390,173944 2,yes,1985-06-01,1985,47,2014-07-29,2014,212,29,165,29.165
9626,ME,ME01,,,1.202,,,,,23017,BETHEL 7 NW,1985-09-02,1986-01-31,1985245,1986031,44.5,-70.85,710,170578 2,yes,1985-09-02,1985,10,1986-01-31,1986,212,1,202,1.202
9627,ME,ME01,,,6.141,,,,,23019,PATTEN,1985-09-01,1991-04-30,1985244,1991120,46,-68.45,600,176599 2,yes,1985-09-01,1985,10,1991-04-30,1991,151,6,141,6.141
9628,ME,ME01,,,11.36,,,,,23003,PORTAGE,2000-01-01,2011-10-26,2000001,2011299,46.7925,-68.47722,820,176875 2,yes,2000-01-01,2000,5,2011-10-26,2011,365,11,360,11.36
9629,ME,ME02,,,14.5,,,,,23017,BETHEL 6 SSE,2000-01-01,2014-07-31,2000001,2014212,44.31944,-70.76417,790,170583 2,yes,2000-01-01,2000,112,2014-07-31,2014,162,14,50,14.5
9632,ME,ME03,,,25.15,,,,,23031,KENNEBUNKPORT,1989-06-01,2014-07-28,1989152,2014209,43.36056,-70.46972,20,174193 2,yes,1989-06-01,1989,1,2014-07-28,2014,151,25,150,25.15
9633,ME,ME03,,,25.272,,,,,23013,PORT CLYDE,1989-06-01,2014-06-30,1989152,2014181,43.91861,-69.26222,30,176881 2,yes,1989-06-01,1989,1,2014-06-30,2014,273,25,272,25.272
9635,ME,ME01,,,25.204,,,,,23025,PITTSTON FARM,1989-10-01,2014-07-31,1989274,2014212,45.89444,-69.96472,1100,171516 2,yes,1989-10-01,1989,8,2014-07-31,2014,212,25,204,25.204
9637,ME,ME02,,,20.273,,,,,23021,BARNARD,1990-10-01,2010-05-31,1990274,2010151,45.28833,-69.14667,545,170398 2,yes,1990-10-01,1990,1,2010-05-31,2010,274,20,273,20.273
9640,ME,ME02,,,12.365,,,,,23011,ALBION,2000-01-01,2012-08-23,2000001,2012236,44.51694,-69.43389,343,170177 2,yes,2000-01-01,2000,1,2012-08-23,2012,366,12,365,12.365
9641,ME,ME03,,,1.26,,,,,23005,FALMOUTH,1994-09-01,1995-08-31,1994244,1995243,43.73333,-70.21667,130,172751 2,yes,1994-09-01,1994,43,1995-08-31,1995,17,1,26,1.26
9642,ME,ME03,,,20.318,,,,,23031,HOLLIS,1994-09-01,2014-07-31,1994244,2014212,43.64778,-70.675,315,173862 2,yes,1994-09-01,1994,11,2014-07-31,2014,329,20,318,20.318
9643,ME,ME01,,,16.326,,,,,23021,SEBEC LAKE,1993-02-01,2009-08-08,1993032,2009220,45.25361,-69.22778,380,177654 2,yes,1993-02-01,1993,8,2009-08-08,2009,334,16,326,16.326
9646,ME,ME01,,,12.365,,,,,23003,FOX BROOK,2002-12-02,2014-07-31,2002336,2014212,46.80583,-68.83944,880,172909 2,yes,2002-12-02,2002,1,2014-07-31,2014,366,12,365,12.365
9647,ME,ME01,,,12.231,,,,,23021,SMITH BROOK,2002-12-02,2014-07-30,2002336,2014211,46.455,-68.95222,1180,177855 2,yes,2002-12-02,2002,10,2014-07-30,2014,241,12,231,12.231
9650,ME,ME01,,,22.212,,,,,23019,PATTEN 2,1992-10-01,2014-07-31,1992275,2014212,46.02583,-68.4975,820,176594 2,yes,1992-10-01,1992,,2014-07-31,2014,212,22,212,22.212
9651,ME,ME03,,,14,,,,,23023,BATH,2000-01-01,2014-07-31,2000001,2014212,43.93167,-69.85639,25,170409 2,yes,2000-01-01,2000,212,2014-07-31,2014,212,14,0,14
9652,ME,ME03,,,20.7,,,,,23001,DURHAM,1994-09-01,2014-07-31,1994244,2014212,43.99972,-70.09639,140,172048 2,yes,1994-09-01,1994,141,2014-07-31,2014,211,20,70,20.7
9653,ME,ME03,,,2.8,,,,,23031,LIMINGTON,2004-03-24,2006-09-30,2004084,2006273,43.71667,-70.65,255,174656 2,yes,2004-03-24,2004,141,2006-09-30,2006,133,2,8,2.8
9657,ME,ME03,,,20.199,,,,,23029,ROBBINSTON,1994-11-01,2014-07-30,1994305,2014211,45.08528,-67.12028,115,177238 2,yes,1994-11-01,1994,12,2014-07-30,2014,211,20,199,20.199
28731,ME,ME02,,,14.112,,,,,23029,TOPSFIELD 2,2000-01-01,2014-07-31,2000001,2014212,45.43528,-67.72139,620,178792 2,yes,2000-01-01,2000,324,2014-07-31,2014,212,14,112,14.112
28734,ME,ME01,,,3.163,,,,,23003,GRAND ISLE,1995-12-01,1998-04-30,1995335,1998120,47.3,-68.15,480,173219 2,yes,1995-12-01,1995,42,1998-04-30,1998,205,3,163,3.163
28765,ME,ME02,,,14.203,,,,,23001,POLAND,2000-01-01,2014-07-31,2000001,2014212,44.00694,-70.36083,560,176856 2,yes,2000-01-01,2000,9,2014-07-31,2014,212,14,203,14.203
28881,ME,ME03,,,1.144,,,,,23005,SCARBOROUGH,1997-01-13,1998-04-30,1997013,1998120,43.59139,-70.29889,90,177523 2,yes,1997-01-13,1997,4,1998-04-30,1998,148,1,144,1.144
28949,ME,ME03,,,19.11,,,,,23005,GRAY,1995-10-01,2014-07-31,1995274,2014212,43.8925,-70.25444,378,173295 2,yes,1995-10-01,1995,102,2014-07-31,2014,212,19,110,19.11
29004,ME,ME01,,,17.9,,,,,23007,RANGELEY 2 NW,1997-08-01,2014-06-30,1997213,2014181,44.98944,-70.67222,1780,177039 2,yes,1997-08-01,1997,217,2014-06-30,2014,208,17,9,17.9
29190,ME,ME02,,,16.192,,,,,23017,HARTFORD,1998-05-01,2014-07-31,1998121,2014212,44.37444,-70.31611,700,173570 2,yes,1998-05-01,1998,282,2014-07-31,2014,90,16,192,16.192
29278,ME,ME02,,,16.323,,,,,23029,WESLEY,1998-10-01,2014-03-21,1998274,2014080,44.95111,-67.66639,410,179294 2,yes,1998-10-01,1998,11,2014-03-21,2014,334,16,323,16.323
29353,ME,,,,18.269,,,,,23017,FRYEBURG E SLOPES AP,1996-07-01,2014-07-30,1996183,2014211,43.99056,-70.9475,445,54772 1,yes,1996-07-01,1996,4,2014-07-30,2014,273,18,269,18.269
29482,ME,ME03,,,9.201,,,,,23029,EAST MACHIAS,2000-01-01,2009-10-29,2000001,2009302,44.72361,-67.38167,75,172320 2,yes,2000-01-01,2000,11,2009-10-29,2009,212,9,201,9.201
30872,ME,ME03,,,11.241,,,,,23009,ELLSWORTH POLL CONTROL,2000-01-22,2011-06-30,2000022,2011181,44.49333,-68.45833,105,172623 2,yes,2000-01-22,2000,1,2011-06-30,2011,242,11,241,11.241
30873,ME,ME01,,,13.21,,,,,23017,ANDOVER 2,2001-10-03,2014-07-30,2001276,2014211,44.65278,-70.79278,830,170217 2,yes,2001-10-03,2001,1,2014-07-30,2014,211,13,210,13.21
31112,ME,ME01,,,8.24,,,,,23003,WASHBURN #2,2000-06-02,2008-09-24,2000154,2008268,46.37333,-69.16111,590,179020 2,yes,2000-06-02,2000,65,2008-09-24,2008,305,8,240,8.24
31168,ME,ME03,,,14.59,,,,,23031,CAPE NEDDICK,2000-11-01,2014-07-27,2000306,2014208,43.23556,-70.635,130,171131 2,yes,2000-11-01,2000,153,2014-07-27,2014,212,14,59,14.59
31251,ME,ME02,,,13.157,,,,,23005,NORTH SEBAGO,2000-11-03,2013-07-31,2000308,2013212,43.87917,-70.63278,350,176011 2,yes,2000-11-03,2000,55,2013-07-31,2013,212,13,157,13.157
31320,ME,ME01,,,12.295,,,,,23021,CHAMBERLAIN BRIDGE,2001-01-01,2013-10-28,2001001,2013301,46.17028,-69.20833,945,171318 2,yes,2001-01-01,2001,10,2013-10-28,2013,305,12,295,12.295
31321,ME,ME02,,,13.354,,,,,23019,LINCOLN SAN DIST WTP,2001-12-01,2014-06-30,2001335,2014181,44.37528,-68.5125,170,174683 2,yes,2001-12-01,2001,11,2014-06-30,2014,365,13,354,13.354
31328,ME,ME02,,,13.137,,,,,23001,TURNER,2001-10-17,2014-07-31,2001290,2014212,44.28222,-70.25611,565,178817 2,yes,2001-10-17,2001,288,2014-07-31,2014,151,13,137,13.137
31427,ME,ME01,,,12.175,,,,,23007,PHILLIPS 2,2002-07-03,2014-07-31,2002184,2014212,44.82972,-70.39361,1020,176707 2,yes,2002-07-03,2002,6,2014-07-31,2014,181,12,175,12.175
31428,ME,ME03,,,11.59,,,,,23015,WESTPORT ISLAND,2002-05-04,2013-09-30,2002124,2013273,43.88806,-69.70889,90,179547 2,yes,2002-05-04,2002,217,2013-09-30,2013,158,11,59,11.59
31720,ME,ME02,,,12.98,,,,,23019,OLD TOWN 2 W,2002-09-15,2014-07-31,2002258,2014212,44.92806,-68.70056,127,94644 1,yes,2002-09-15,2002,309,2014-07-31,2014,211,12,98,12.98
31721,ME,ME01,,,12.354,,,,,23003,LIMESTONE 4 NNW,2002-09-21,2014-07-31,2002264,2014212,46.96,-67.88333,737,94645 1,yes,2002-09-21,2002,11,2014-07-31,2014,365,12,354,12.354
34706,ME,ME02,,,6.113,,,,,23009,WALTHAM,2008-09-01,2014-05-31,2008245,2014151,44.69167,-68.3475,145,178998 2,yes,2008-09-01,2008,7,2014-05-31,2014,120,6,113,6.113
34904,ME,ME02,,,5.18,,,,,23017,RUMFORD 6SW,2009-11-01,2014-07-30,2009305,2014211,44.49472,-70.65639,625,177336 2,yes,2009-11-01,2009,230,2014-07-30,2014,212,5,18,5.18
35069,ME,ME02,,,5.297,,,,,23021,EAST SANGERVILLE,2009-08-18,2014-07-31,2009230,2014212,45.13694,-69.28056,635,172440 2,yes,2009-08-18,2009,8,2014-07-31,2014,305,5,297,5.297
37024,ME,,,,11.297,,,,,23003,ASHLAND,1911-07-01,1922-07-29,1911182,1922210,46.66667,-68.5,,170238 2,yes,1911-07-01,1911,7,1922-07-29,1922,304,11,297,11.297
37025,ME,,,,0.161,,,,,23011,AUGUSTA (1),1914-02-12,1914-11-30,1914043,1914334,44.3,-69.78333,134,170272 2,yes,1914-02-12,1914,192,1914-11-30,1914,31,0,161,0.161
37027,ME,,,,3.236,,,,,23007,BEMIS,1900-01-12,1903-08-31,1900012,1903243,44.86667,-70.75,148,170495 2,yes,1900-01-12,1900,5,1903-08-31,1903,241,3,236,3.236
37031,ME,,,,2.205,,,,,23009,CADILLAC,1942-08-01,1944-06-15,1942213,1944167,44.35,-68.23333,1532,171070 2,yes,1942-08-01,1942,7,1944-06-15,1944,212,2,205,2.205
37032,ME,,,,14.146,,,,,23029,CALAIS,1888-08-01,1902-08-31,1888214,1902243,45.18333,-67.25,120,171100 2,yes,1888-08-01,1888,5,1902-08-31,1902,151,14,146,14.146
37033,ME,,,,0.305,,,,,23025,CAMBRIDGE,1913-01-06,1913-01-30,1913006,1913030,45.03333,-69.46667,,171120 2,yes,1913-01-06,1913,13,1913-01-30,1913,318,0,305,0.305
37035,ME,,,,2.82,,,,,23019,CARMEL,1900-01-01,1902-12-22,1900001,1902356,44.8,-69.05,,171205 2,yes,1900-01-01,1900,8,1902-12-22,1902,90,2,82,2.82
37036,ME,,,,1.204,,,,,23021,CHAMBERLAIN LAKE,1928-07-11,1929-09-30,1928193,1929273,46,-69,,171320 2,yes,1928-07-11,1928,8,1929-09-30,1929,212,1,204,1.204
37037,ME,,,,1.208,,,,,23021,CHESUNCOOK,1905-03-24,1906-10-29,1905083,1906302,46.05,-69.41667,940,171350 2,yes,1905-03-24,1905,4,1906-10-29,1906,212,1,208,1.208
37038,ME,,,,30.145,,,,,23031,CORNISH,1894-09-01,1924-07-31,1894244,1924213,43.8,-70.8,784,171670 2,yes,1894-09-01,1894,7,1924-07-31,1924,152,30,145,30.145
37039,ME,,,,3.27,,,,,23005,CUMBERLAND MILLS,1896-07-01,1899-08-30,1896183,1899242,43.68333,-70.36667,67,171705 2,yes,1896-07-01,1896,4,1899-08-30,1899,274,3,270,3.27
37042,ME,,,,4.329,,,,,23021,DEBSCONEAG,1905-07-01,1909-10-31,1905182,1909304,45.78333,-68.96667,675,171865 2,yes,1905-07-01,1905,6,1909-10-31,1909,335,4,329,4.329
37043,ME,,,,2.9,,,,,23003,EASTON,1893-01-01,1895-04-29,1893001,1895119,46.61667,-67.9,,172390 2,yes,1893-01-01,1893,1,1895-04-29,1895,91,2,90,2.9
37044,ME,,,,28.248,,,,,23025,FAIRFIELD,1886-02-01,1914-12-31,1886032,1914365,44.58333,-69.58333,90,172740 2,yes,1886-02-01,1886,4,1914-12-31,1914,252,28,248,28.248
37045,ME,,,,6.123,,,,,23025,FLAGSTAFF,1895-06-01,1901-12-31,1895152,1901365,45.21667,-70.2,,172805 2,yes,1895-06-01,1895,159,1901-12-31,1901,282,6,123,6.123
37048,ME,,,,1.195,,,,,23011,KENNEBEC ARSENAL,1892-03-01,1893-05-31,1892061,1893151,44.31667,-69.76667,,174189 2,yes,1892-03-01,1892,1,1893-05-31,1893,196,1,195,1.195
37049,ME,,,,9.358,,,,,23011,KENTS HILL,1885-10-01,1894-02-28,1885274,1894059,44.41667,-70.08333,500,174230 2,yes,1885-10-01,1885,8,1894-02-28,1894,366,9,358,9.358
37050,ME,,,,8.115,,,,,23021,KINEO,1895-01-01,1903-06-30,1895001,1903181,45.7,-69.73333,1060,174290 2,yes,1895-01-01,1895,6,1903-06-30,1903,121,8,115,8.115
37052,ME,,,,1.81,,,,,23007,LANGTOWN,1916-05-05,1917-08-31,1916126,1917243,45,-70.5,1500,174460 2,yes,1916-05-05,1916,201,1917-08-31,1917,120,1,81,1.81
37056,ME,,,,23.292,,,,,23025,MAYFIELD,1885-06-06,1908-01-31,1885157,1908031,45.13333,-69.68333,1000,175070 2,yes,1885-06-06,1885,6,1908-01-31,1908,298,23,292,23.292
37058,ME,,,,8.168,,,,,23025,MOUNT BIGELOW,1930-05-13,1938-09-30,1930133,1938273,45.13333,-70.28333,4150,175550 2,yes,1930-05-13,1930,10,1938-09-30,1938,178,8,168,8.168
37059,ME,,,,1.272,,,,,23031,NORTH BERWICK,1896-04-01,1897-05-31,1896092,1897151,43.30361,-70.73333,141,175835 2,yes,1896-04-01,1896,1,1897-05-31,1897,273,1,272,1.272
37060,ME,,,,4.209,,,,,23007,OQUOSSOC (1),1903-12-15,1907-05-27,1903349,1907147,44.98333,-70.81667,1534,176428 2,yes,1903-12-15,1903,3,1907-05-27,1907,212,4,209,4.209
37061,ME,,,,1.273,,,,,23009,OTTER POINT,1943-09-01,1944-07-31,1943244,1944213,44.3,-68.18333,193,176485 2,yes,1943-09-01,1943,1,1944-07-31,1944,274,1,273,1.273
37063,ME,,,,28.144,,,,,23019,PATTEN,1902-04-01,1930-10-31,1902091,1930304,46.01667,-68.46667,1000,176597 2,yes,1902-04-01,1902,9,1930-10-31,1930,153,28,144,28.144
37064,ME,,,,14.112,,,,,23029,PETIT MANAN,1885-06-01,1899-11-09,1885152,1899313,44.36667,-67.86667,16,176655 2,yes,1885-06-01,1885,8,1899-11-09,1899,120,14,112,14.112
37065,ME,,,,0.303,,,,,23021,ROACH RIVER,1902-05-01,1902-10-31,1902121,1902304,47,-69,,177225 2,yes,1902-05-01,1902,1,1902-10-31,1902,304,0,303,0.303
37068,ME,,,,5.2,,,,,23021,SEBEC,1929-01-01,1934-04-30,1929001,1934120,45.25,-69.25,,177646 2,yes,1929-01-01,1929,7,1934-04-30,1934,9,5,2,5.2
37070,ME,,,,2.207,,,,,23019,SOUTH LAGRANGE,1903-03-01,1905-03-31,1903060,1905090,45.11667,-68.81667,187,178010 2,yes,1903-03-01,1903,3,1905-03-31,1905,210,2,207,2.207
37071,ME,,,,1.3,,,,,23013,THOMASTON,1904-01-01,1905-12-31,1904001,1905365,44.08333,-69.18333,134,178760 2,yes,1904-01-01,1904,,1905-12-31,1905,300,1,300,1.3
37077,ME,,,,1.166,,,,,23021,WHITE CAP MOUNTAIN,1928-07-10,1929-09-30,1928192,1929273,45.55,-69.25,,179710 2,yes,1928-07-10,1928,92,1929-09-30,1929,258,1,166,1.166
40349,ME,,,,33.4,,,,,23003,VAN BUREN,1902-04-01,1935-09-30,1902091,1935273,47.15,-67.93333,510,178963 2,yes,1902-04-01,1902,214,1935-09-30,1935,210,33,4,33.4
40704,ME,ME01,,,5.65,,,,,23019,MILLINOCKET WASTEWATER,2009-12-07,2014-07-31,2009341,2014212,45.64028,-68.67472,360,175305 2,yes,2009-12-07,2009,147,2014-07-31,2014,212,5,65,5.65
40805,ME,ME02,,,4.364,,,,,23005,WINDHAM 2NW,2010-05-15,2014-07-30,2010135,2014211,43.85667,-70.46639,375,179720 2,yes,2010-05-15,2010,1,2014-07-30,2014,365,4,364,4.364
40843,ME,ME02,,,4.21,,,,,23019,LEVANT,2010-07-09,2014-07-31,2010190,2014212,44.91528,-69.05389,410,174550 2,yes,2010-07-09,2010,1,2014-07-31,2014,211,4,210,4.21
62463,ME,ME03,,,3.287,,,,,23009,EAST SURRY,2011-07-01,2014-07-30,2011182,2014211,44.49333,-68.45833,105,172443 2,yes,2011-07-01,2011,4,2014-07-30,2014,291,3,287,3.287
66555,ME,ME03,,,12.52,,,,,23009,MCFARLAND HILL MAINE,2002-04-12,2014-07-30,2002102,2014211,44.3769,-68.2608,423.9,USR0000MMCF 6,yes,2002-04-12,2002,8,2014-07-30,2014,60,12,52,12.52
66562,ME,ME02,,,13.211,,,,,23029,MOOSEHORN MAINE,2001-06-26,2014-07-30,2001177,2014211,45.1144,-67.2819,210,USR0000MMOO 6,yes,2001-06-26,2001,1,2014-07-30,2014,212,13,211,13.211
66581,ME,ME03,,,12.27,,,,,23031,RACHEL CARSON MAINE,2002-06-22,2014-07-30,2002173,2014211,43.3472,-70.5475,20,USR0000MRCA 6,yes,2002-06-22,2002,4,2014-07-30,2014,274,12,270,12.27
66608,ME,ME02,,,14.2,,,,,23019,SUNKHAZE MEADOWS MAINE,2000-11-17,2014-07-30,2000322,2014211,44.9031,-68.64,113.8,USR0000MSUN 6,yes,2000-11-17,2000,12,2014-07-30,2014,212,14,200,14.2
67781,ME,ME01,,,10.203,,,,,23003,EAGLE LAKE 1.4 ESE,2004-11-18,2014-07-31,2004323,2014212,47.03722,-68.57028,760,172112 2,yes,2004-11-18,2004,9,2014-07-31,2014,212,10,203,10.203
67820,ME,ME01,,,10.203,,,,,23003,OXBOW,2004-11-19,2014-07-31,2004324,2014212,46.42667,-68.55222,612,176490 2,yes,2004-11-19,2004,8,2014-07-31,2014,211,10,203,10.203
67821,ME,ME01,,,9.211,,,,,23021,KOKADJO,2005-06-29,2014-07-31,2005180,2014212,45.67278,-69.44639,1226,174330 2,yes,2005-06-29,2005,1,2014-07-31,2014,212,9,211,9.211
67836,ME,ME01,,,10.55,,,,,23003,KNOWLES CORNER,2004-11-27,2014-07-31,2004332,2014212,46.20778,-68.31417,1077,174329 2,yes,2004-11-27,2004,267,2014-07-31,2014,212,10,55,10.55
67837,ME,ME02,,,10.211,,,,,23029,PRINCETON,2004-12-08,2014-07-31,2004343,2014212,45.24389,-67.63083,324,176950 2,yes,2004-12-08,2004,1,2014-07-31,2014,212,10,211,10.211
9525,ME,ME03,,,67.26,,,,,23029,JONESBORO,1947-07-01,2014-07-31,1947182,2014212,44.64528,-67.64944,194,174183 2,yes,1947-07-01,1947,43,2014-07-31,2014,303,67,260,67.26
9527,ME,ME02,,,121.8,,,,,23007,FARMINGTON,1893-01-01,2014-07-31,1893001,2014212,44.68889,-70.15667,420,172765 2,yes,1893-01-01,1893,219,2014-07-31,2014,211,121,8,121.8
9528,ME,ME01,,,6.3,,,,,23017,ROXBURY,1943-05-01,1949-10-31,1943121,1949304,44.66667,-70.6,722,177315 2,yes,1943-05-01,1943,1,1949-10-31,1949,31,6,30,6.3
9530,ME,ME03,,,121.211,,,,,23029,MACHIAS,1893-01-01,2014-07-31,1893001,2014212,44.72,-67.45389,20,174878 2,yes,1893-01-01,1893,1,2014-07-31,2014,212,121,211,121.211
9532,ME,ME02,,,1.36,,,,,23025,SKOWHEGAN,1887-08-01,1888-02-29,1887213,1888060,44.76389,-69.71944,165,177827 2,yes,1887-08-01,1887,176,1888-02-29,1888,212,1,36,1.36
9533,ME,ME01,,,87.49,,,,,23017,MIDDLE DAM,1926-04-01,2013-10-18,1926091,2013291,44.77861,-70.92111,1460,175261 2,yes,1926-04-01,1926,10,2013-10-18,2013,59,87,49,87.49
9535,ME,ME02,,,61.212,,,,,23019,BANGOR INTL AP,1953-01-01,2014-07-30,1953001,2014211,44.79778,-68.81861,148,14606 1,yes,1953-01-01,1953,3,2014-07-30,2014,215,61,212,61.212
9536,ME,,,,21.21,,,,,23019,DOW AFB,1949-01-01,1970-12-31,1949001,1970365,44.8,-68.81667,171,14601 1,yes,1949-01-01,1949,137,1970-12-31,1970,116,21,21,21.21
9537,ME,ME02,,,28.297,,,,,23019,BANGOR,1925-12-01,1953-06-30,1925335,1953181,44.8,-68.8,59,170350 2,yes,1925-12-01,1925,7,1953-06-30,1953,304,28,297,28.297
9538,ME,ME02,,,120.19,,,,,23025,MADISON,1894-02-08,2014-07-29,1894039,2014210,44.79833,-69.88778,260,174927 2,yes,1894-02-08,1894,12,2014-07-29,2014,31,120,19,120.19
